user_id,name,email,geographic_location,signup_date,last_login_date,subscription_tier,missed_payments,canceled_subscription,upgraded_subscription,upgrade_date,customer_support_tickets,ticket_resolved,churned
64a5247c-2662-43ef-a07c-acac01f8a892,Samuel James,hollymayer@example.com,Tonga,2020-12-20,2021-03-16,basic,2,2021-01-27,False,,1,,True
0636ec9c-c5ea-433d-ab44-bbd9a72f7713,Jorge Davis,xflores@example.org,Malta,2021-03-24,2021-12-13,enterprise,2,,False,,2,False,False
24a70fbe-7508-4bd3-8756-3cbaa4e9ac46,Justin Wilkins,larry01@example.org,Austria,2023-05-03,2023-09-13,pro,0,,False,,8,,False
a7ff2b5c-b91c-4ca9-afba-9b828d24dafc,Laurie Schmidt,lauren70@example.net,Malaysia,2024-10-24,2025-10-20,pro,3,2025-08-07,False,,6,True,True
da0690fe-5d7e-451b-b0d8-a69f814f3d0a,Christian Mcdaniel,vaughnstephen@example.com,Botswana,2022-09-19,2022-09-27,enterprise,1,2023-05-23,False,,2,,True
2909b5af-2445-4fbe-aa39-94fe2aba923a,Michaela Castillo,wardbreanna@example.com,Namibia,2020-10-13,2021-09-28,enterprise,1,,True,2020-12-05,10,True,False
a3a05fe2-de71-499a-9c78-e1bd63270f74,Lawrence Collins,andrew02@example.net,Indonesia,2022-03-02,2022-11-14,pro,1,,False,,7,,False
b235b54f-a417-474b-82be-08688f8f5bf8,Mary Wilson,michelle15@example.net,Ukraine,2023-08-07,2024-06-16,enterprise,2,,False,,4,,False
f4f6843c-cf99-46f6-a9b5-2880533c0a58,Christopher Hines,gjohnston@example.com,Italy,2020-12-08,2020-12-08,pro,2,2021-04-12,True,2021-04-13,2,True,True
21270cdb-9cbb-4992-b779-4887501d945f,Austin Hancock,rodriguezjames@example.net,Kyrgyz Republic,2023-01-05,2023-09-02,basic,1,2023-07-03,False,,7,,True
f0945354-1fac-407c-a2b8-7c0a7a363461,Andrew Lowe,timothy69@example.com,Paraguay,2022-06-04,2022-09-30,enterprise,1,2022-10-30,False,,4,,True
78915396-ffa3-44a4-b460-09f4d5c9d58a,Justin Kirby,dustinwalker@example.org,Tuvalu,2022-11-28,2023-02-07,enterprise,1,2023-07-03,False,,9,,True
09dfed9a-927b-4231-a7c8-8ee423a434ec,Melissa Hill,joy61@example.com,United States of America,2022-10-27,2023-02-28,pro,3,2023-01-28,False,,8,,True
0b1ef4ac-5341-42ec-8a17-af375c2d1d75,Michael Frazier,swallace@example.net,Costa Rica,2021-02-15,2021-10-06,basic,1,,True,2021-04-10,4,True,False
8735f095-b8dc-439d-892d-c70c3d8206aa,Christopher Anderson,rossbenjamin@example.net,Chad,2022-06-21,2022-06-30,basic,0,2023-06-13,False,,2,,True
f84eef1b-812e-42ee-9e7d-56b8e7982455,Mr. Cory Soto,garyherrera@example.net,Malaysia,2022-03-30,2022-12-27,enterprise,0,2022-12-23,False,,0,,True
eaf53e06-d320-47cd-a4d7-35e60e7e11dc,William Reynolds,wilsonwilliam@example.com,Honduras,2024-09-22,2025-08-06,pro,1,,False,,9,,False
73fb095c-18ac-499e-9ae7-bb908d9ea42d,Sara Cline,smithjonathon@example.com,Finland,2022-02-10,2022-10-14,pro,1,,False,,3,False,False
90c13dd7-84a5-40c6-a9d3-34d5f6bda312,Christopher Wong,megan66@example.net,Denmark,2023-11-29,2024-11-02,enterprise,2,,False,,10,,False
1b5bacf0-09b1-4ee4-922d-c176e594b520,Dustin Edwards,uburke@example.com,Congo,2020-05-22,2020-11-04,basic,3,,True,2020-08-12,8,,False
bb663d32-7e1f-499a-8b4e-2e7ed8ce7086,Mark Ruiz,laurabarker@example.net,Turkmenistan,2022-02-09,2022-02-21,basic,0,2022-12-15,False,,4,,True
1f315d61-ca00-459a-ae88-616477459435,Alexis Allen,brian22@example.com,Burundi,2022-07-16,2022-09-25,basic,0,2023-01-12,False,,4,True,True
2c9031d7-6959-4157-8cbc-2359257ebe1d,Carol Phillips,leslie47@example.net,Mongolia,2022-01-17,2022-05-12,enterprise,1,,False,,4,,False
3e9d86aa-9297-4545-9770-0679f132eb07,Daniel Bartlett,dgiles@example.net,Israel,2020-07-08,2021-05-04,pro,0,2021-01-30,True,2021-01-04,8,,True
7fbe0b24-312a-4806-bdd0-e68e8b207833,Hannah Thompson,choward@example.org,Saudi Arabia,2024-05-10,2024-09-05,enterprise,2,2024-10-26,False,,4,,True
ebca2d89-2b2b-4f55-8b4c-29cd2c439ad5,Geoffrey Stafford,robertsjason@example.net,Kenya,2023-03-24,2024-01-27,basic,3,2024-03-07,False,,8,,True
c4a7298e-e537-450a-964c-e2e1a1f31100,Ryan Brown,jacksonrobert@example.com,Israel,2022-01-31,2023-01-29,enterprise,3,,True,2022-05-04,8,,False
f7403000-bbb0-41f4-ad6b-937eb28e42f6,Joyce Garrett,adkinsmegan@example.org,Netherlands,2022-03-01,2022-12-08,basic,3,2022-08-24,False,,2,,True
76546eca-36dd-4631-b02b-ac9e9be7276f,Alexandra Mcneil,houseerin@example.org,United States Virgin Islands,2020-02-07,2020-03-01,basic,3,2020-03-25,True,2020-04-22,3,,True
0b135fae-ac82-4392-8322-6e90c2e3c5c1,Jessica Rodriguez,scott36@example.net,Bhutan,2022-07-15,2022-11-21,basic,1,,True,2022-11-10,3,,False
75614e4d-3721-493a-b922-81cd96fb4b6d,Molly Benson,brianna20@example.net,Nigeria,2024-08-21,2024-12-23,pro,1,,True,2024-10-25,6,True,False
4aadfe56-7f2d-41b9-8d1e-428b21f88944,Natalie Everett,dawnmays@example.com,United States Minor Outlying Islands,2024-03-30,2024-06-17,basic,3,,False,,8,,False
81cb80ef-5183-47f3-bf5f-c4cf34a528fb,Stephanie Rice,csantos@example.org,Haiti,2024-10-07,2025-01-10,basic,1,,True,2025-02-07,10,,False
f12ce5de-fc90-413f-b6ee-98a1a983ca0a,Rachel Marshall,allenbradley@example.org,Central African Republic,2023-11-15,2024-04-06,basic,3,2024-05-20,False,,8,,True
54ae7116-194a-4913-adf8-838809cafd29,Justin Davis,randallcharles@example.org,Senegal,2024-01-04,2024-01-08,enterprise,0,,True,2024-04-20,1,,False
8754a8ad-d541-462c-bd81-25c9a9a17185,Justin Stewart,ashleywatts@example.com,Lebanon,2022-05-18,2023-04-20,basic,0,2023-01-18,True,2022-07-29,6,,True
d9ef00c9-6156-4c4f-897c-7fc157a26172,Matthew Smith,xbartlett@example.com,Moldova,2021-09-18,2022-04-10,basic,3,,False,,4,,False
67fd5c24-107d-4105-903b-053f165c9895,Elizabeth Howell,erikaolson@example.org,Germany,2023-10-30,2024-07-30,enterprise,1,2024-04-26,False,,3,,True
e49aa970-e65c-4170-9b9b-fdbd0fd2c91b,Natasha Hutchinson,kevin44@example.net,Syrian Arab Republic,2020-05-08,2020-09-20,pro,3,2021-01-20,True,2020-07-27,3,,True
87687a0f-1830-4106-8a75-4b80da07b99f,Jordan Snyder,xwatson@example.com,Ukraine,2024-06-13,2024-07-24,basic,1,2024-07-30,False,,3,,True
88b44f9e-f4ea-4b38-8a84-4b8e39713039,Anthony Smith,adam76@example.net,Estonia,2022-05-04,2022-08-13,basic,3,2022-10-18,False,,10,,True
4e682fa6-45ad-489e-8a49-64493a4b265a,Joseph Mann,joshuadavis@example.org,Holy See (Vatican City State),2023-08-08,2024-07-16,basic,3,2024-04-04,True,2024-01-30,5,True,True
08e34088-7bb9-492f-bf64-fef914dd7a6c,Kimberly Davis,powersstephanie@example.net,Palestinian Territory,2022-03-21,2022-10-31,pro,2,2022-05-12,True,2022-07-23,8,,True
8ee043c3-85d1-4a10-ab2e-9d29e99ec48e,Amanda Hopkins,brooke94@example.net,Malawi,2021-11-10,2022-05-22,basic,1,,False,,2,,False
f645900d-5369-4e22-b02c-284c0271e656,Kyle Edwards,adam22@example.com,Russian Federation,2020-05-15,2020-06-11,basic,2,2021-02-05,False,,0,True,True
a6ce9710-f89e-4457-ac0c-6429730c959e,Tiffany Carroll,maryharvey@example.com,Dominica,2023-02-20,2023-09-06,enterprise,1,,False,,5,,False
a5429c6b-8e42-43f1-ba29-b7ff4fbf0f15,Christine Todd,jeffreybanks@example.org,Norway,2022-02-08,2022-06-09,enterprise,2,2022-04-06,False,,7,False,True
ee554ba2-493a-40b6-a986-5feef18fa119,Stephanie Sutton,phillipsdorothy@example.org,Japan,2024-11-12,2025-10-22,pro,1,2025-03-15,False,,2,,True
a8bfdcdf-3cc3-4eef-967e-55710a72cb39,David Curry,ovillegas@example.net,Liberia,2022-03-28,2022-08-21,pro,1,2022-07-06,False,,5,,True
931378c6-a5a3-4538-81d1-b871e056170e,Christopher Contreras,timevans@example.net,Kyrgyz Republic,2020-01-25,2020-03-26,basic,3,,True,2020-03-24,1,True,False
d5433e12-bb0d-405e-9b25-eaaa6ea801a4,Aaron Webb,sydney12@example.org,Afghanistan,2023-11-04,2024-02-19,enterprise,2,2024-04-30,False,,5,,True
f8ee372f-8bc9-408e-ad3e-f7b3226cb1ce,Dylan Lewis,henry89@example.org,Madagascar,2023-10-03,2024-08-08,pro,2,,False,,4,,False
c132cdba-8f77-4a4a-a626-c9431ff745bf,Andrew Hamilton,reidrenee@example.org,Malawi,2020-12-26,2021-08-18,pro,0,,False,,7,,False
23e90827-5871-4c5e-a22e-f6cbfd73158f,Barbara Allen,millerbrian@example.org,Bangladesh,2020-11-20,2021-02-22,basic,2,,False,,10,False,False
87f88523-65c4-40c9-91eb-6f55bbb21c11,Mark Williams,jamesblair@example.com,Belarus,2023-11-24,2023-12-22,basic,2,2024-06-14,False,,8,,True
38c8c585-de3d-4db3-bbc4-139c7a8d8a13,Leslie James,williamsandrea@example.net,Algeria,2022-09-19,2022-12-21,basic,1,2023-08-04,False,,6,,True
abb6c794-10c3-49de-81d0-11ae75cdfd81,Cynthia Schmitt,thorntonrobert@example.net,Romania,2022-06-23,2023-06-09,enterprise,1,,False,,4,,False
02d066a7-6a6f-4e5e-b56a-ac4614f8e42c,Sara Adams,paulharper@example.org,Tokelau,2020-06-03,2020-11-29,enterprise,3,2021-01-08,True,2020-09-05,5,,True
035fbfb6-77b5-46ee-85ff-16e673875fd3,Kristina Poole,anixon@example.org,Cote d'Ivoire,2020-01-29,2020-10-12,enterprise,1,2020-10-02,False,,3,False,True
aede84fa-eae8-4ce7-ac5c-442a2600424b,Brian Becker,andrea50@example.net,Armenia,2021-02-17,2021-05-15,enterprise,0,,False,,10,False,False
7029ce6b-d491-4fd1-9de5-e7570d8cd738,Brian Odonnell,lawrenceglen@example.org,Finland,2022-09-13,2022-10-28,enterprise,0,,False,,3,,False
06baa49a-adbf-49af-824b-20ca175b2b3e,Tracy Jones,tmitchell@example.com,Solomon Islands,2022-06-12,2023-02-21,pro,3,,False,,9,,False
3be56996-96a7-47d6-b72c-ae9aa4f62462,John Torres,aaronmccarty@example.com,Bolivia,2024-08-19,2025-05-07,enterprise,1,,False,,8,,False
9544134c-3ed1-4b59-8f00-6dcdbcae985b,Michael Hughes,joseph72@example.org,Netherlands,2020-11-17,2021-05-12,enterprise,2,2020-12-28,False,,10,,True
c041ed1d-4328-45ea-8579-2001dea9f8d3,Gary Gonzalez,sherryharvey@example.com,Puerto Rico,2023-12-18,2024-11-28,enterprise,2,,True,2024-05-22,0,False,False
67fd0048-57e5-41a9-affb-75a1c5e66a9d,Lori Shah,duranjeffery@example.org,Chile,2021-04-27,2021-12-20,basic,0,,False,,7,,False
dad593d2-c551-45a6-8b7c-88e62fc62743,Valerie Mills,jason04@example.net,Seychelles,2022-06-01,2022-06-24,enterprise,3,,False,,10,,False
d52a917a-cc7a-48e9-b165-5878116152a2,Virginia Scott,banksrichard@example.net,Uganda,2022-02-05,2022-07-28,pro,0,2022-03-11,True,2022-06-19,4,False,True
7f28946d-6272-411c-ae68-2c0c8354442f,Stephen Williams,anthonymorris@example.org,Ireland,2021-11-15,2022-01-22,pro,2,,False,,10,False,False
fac06f47-f789-4bd1-aed7-4af8e083a39d,Daniel Richardson,vthomas@example.org,Philippines,2020-08-23,2020-09-22,enterprise,1,,True,2020-10-20,8,,False
1b50d645-5820-49ed-811c-aee57e7cecea,Mr. Timothy Compton,fgomez@example.org,Svalbard & Jan Mayen Islands,2021-12-20,2022-11-15,enterprise,1,2022-04-11,False,,9,,True
ee82fcb5-b16f-4d73-aec0-b2b28e152a02,Joshua Olson,michael02@example.net,Angola,2023-08-30,2023-10-12,basic,2,,True,2023-12-24,1,,False
77726538-816b-4d7c-9982-e16b25110b1c,Tracey Thomas,yavila@example.com,Djibouti,2024-09-02,2025-04-04,pro,0,,False,,0,,False
abe1730d-c2ea-4eb8-8f7e-2088e99bf34c,Gary Combs,cheryl10@example.net,Nauru,2023-05-18,2023-11-08,enterprise,1,,False,,5,,False
cd02e0d9-d3f2-4987-9efa-fe2756e93f28,Timothy Schwartz,wadejennifer@example.net,Turks and Caicos Islands,2024-10-30,2025-07-08,enterprise,0,,False,,0,,False
8e0be23e-7a85-415f-831b-c827c3b0647e,Randall Barron,potteraustin@example.net,Djibouti,2023-02-06,2024-01-19,pro,2,,True,2023-06-19,2,False,False
59f09bdc-ca8f-468d-9d98-41c9431ca8c5,Brittany Carter,adam98@example.com,Pakistan,2021-02-24,2022-02-23,pro,3,,False,,4,True,False
001508b3-1ce8-4968-b37d-34ce26ff65c5,Kristen Garcia,nhughes@example.org,Vietnam,2023-08-27,2023-10-15,basic,2,2024-08-23,False,,5,,True
d8bfdd49-ea96-4f20-b941-1be2603708a7,Benjamin Hamilton,ypeterson@example.net,Turkey,2024-11-20,2025-01-13,pro,0,,True,2025-01-08,7,,False
cd6e167f-c7eb-4655-8352-a9414f473c1b,Tommy Mcdonald,millerchristopher@example.org,Ethiopia,2022-02-24,2022-12-10,pro,0,,False,,5,,False
1d56647e-5472-459b-a898-73207db4bb01,Steven Martinez,brownmelissa@example.org,Armenia,2024-05-04,2024-08-24,basic,2,2024-11-27,False,,6,,True
9e6ae22b-328c-4e5c-991c-e93750ac698d,Katie Browning,anthony90@example.org,Cayman Islands,2024-07-26,2024-09-07,pro,2,,False,,10,,False
6f5997fd-9280-40a6-9cf5-7d1159b7ab21,William Lewis,adamscrystal@example.net,Bangladesh,2024-05-07,2025-01-27,basic,0,2025-04-17,False,,10,,True
fce6e183-fe7b-445d-99a7-89edc190eb97,Kendra Brown,jensentanya@example.net,Uzbekistan,2023-04-28,2023-05-30,enterprise,3,2024-03-05,True,2023-10-08,4,,True
4b4b68c7-a7e6-4fc7-bb0d-0113a40553df,Alicia Rogers,rodney90@example.org,Monaco,2022-11-25,2023-01-27,basic,2,2023-05-28,False,,0,True,True
c400d491-78ad-4fad-8a27-9ec7684ec259,Lisa Robinson,karenwhite@example.net,Guam,2024-11-08,2024-11-20,pro,0,2025-05-02,True,2024-12-13,9,,True
55f46fb5-79e3-4ed2-9544-7b056b3b6822,Shannon Barry,julie41@example.com,Lebanon,2020-09-22,2020-12-05,pro,1,,False,,2,True,False
c3e2a2e0-902a-42ea-84ab-f902869bf26c,Ricardo Mcknight,leecynthia@example.net,Australia,2023-08-23,2024-03-29,enterprise,3,,False,,3,,False
9dba8db1-640f-4685-a24f-ab5b694f4dd2,Bryan Watson,hholland@example.net,Azerbaijan,2023-07-05,2024-01-16,pro,1,2023-12-04,False,,6,False,True
fbb0796c-623c-4c6c-9b43-0f27dd6807f4,Amanda Dominguez,joshuasalinas@example.com,Botswana,2021-07-16,2021-11-23,pro,0,2022-05-13,False,,1,,True
04b3b1dc-33f7-4266-8a0e-54c47054ccdc,Corey Watson,paulhicks@example.com,Algeria,2024-10-30,2024-12-21,enterprise,2,,False,,9,,False
2f82cf4e-e8a6-4a4a-883c-dc5ece5dca70,Dan Parker,leslie88@example.org,Cambodia,2021-06-17,2022-03-23,pro,1,,False,,5,,False
94522b39-311f-45dd-81cd-18092780d989,Larry Jefferson,robin06@example.com,Uganda,2024-08-26,2025-06-13,pro,2,2025-08-02,True,2024-11-22,9,,True
29ce3474-552d-424e-9ba0-d5cd2c9dd2a6,Cynthia Hernandez,yuamy@example.com,Senegal,2022-07-26,2023-01-06,basic,1,,False,,1,,False
edddf8c9-ad2c-419c-93b3-312f38439313,Diana Lewis,jeffrey12@example.org,Barbados,2022-08-09,2022-10-04,enterprise,0,2022-10-05,False,,10,,True
40caeb57-13a6-49a6-b4f7-5c14cb8bd751,Anne White,paul35@example.org,Aruba,2021-07-22,2021-07-25,enterprise,3,,False,,6,True,False
8e676216-cefe-4fef-af78-0f731faae6b0,David Armstrong,vpeterson@example.com,Greece,2020-07-15,2021-04-27,pro,3,2021-02-14,False,,6,,True
9c050f66-efd6-4408-81c9-b3f45d760668,Dawn Smith,tiffany86@example.com,Norway,2024-12-29,2025-10-04,pro,0,,False,,5,,False
6af846e8-4be8-4982-a5c8-b2afb47469d9,Ashley Hutchinson,cynthia79@example.com,United States Minor Outlying Islands,2023-02-11,2023-03-30,basic,1,,False,,6,False,False
8fe906b1-b5c3-484c-8fa9-8284c798f43b,Emily Hubbard,hughesrichard@example.net,Jamaica,2023-03-18,2023-12-16,pro,1,2023-05-15,False,,0,,True
45a255dc-69c6-46e6-a2c1-e942f2de9b9f,Theresa Martin,elizabeth38@example.com,Brazil,2024-09-19,2025-09-03,pro,1,,False,,8,False,False
6251e3cd-d092-4084-98b3-1e74064697d7,Andrea Ramirez,johnjones@example.com,Vanuatu,2022-05-28,2022-11-16,pro,1,2022-08-02,True,2022-08-01,2,,True
fa7f2aa1-3947-4f63-ad12-69a8b3803619,Charles Avery,brandon56@example.com,Bouvet Island (Bouvetoya),2023-11-18,2024-02-10,basic,1,,False,,1,False,False
ee217558-832f-47e2-9c83-c81bb358f0f7,Mark Carter,danielsholly@example.org,Suriname,2020-03-19,2020-07-15,basic,1,2021-01-09,True,2020-05-20,10,True,True
df7293e7-e97e-4ab5-916c-d400bcd2edd0,Jose Kelly,watsondavid@example.com,Israel,2020-03-28,2020-07-13,pro,0,,False,,0,True,False
f7746605-c3bf-44c5-aa25-aa67ead3a700,Melissa Moreno,rodney95@example.org,Saint Martin,2023-07-02,2024-04-17,pro,0,,False,,4,,False
f74bc7cf-a642-4194-8cc9-a3b366f96775,Jacqueline Kaufman,erica52@example.org,Yemen,2024-10-12,2025-05-27,pro,0,,False,,10,False,False
ccf58cfa-5129-414d-80a7-2e3e200f86ac,Carly Barnes,jacquelinerush@example.org,Liberia,2024-08-29,2024-11-09,pro,3,,False,,5,,False
311bc2cc-ab39-4e01-9d93-18f23fef1105,Anthony Perry,uevans@example.org,Svalbard & Jan Mayen Islands,2020-11-20,2021-01-04,pro,0,2020-12-20,False,,8,True,True
5b186983-e562-4c53-ba97-3eddff6d2a88,William Baker,amy08@example.org,United Arab Emirates,2021-07-20,2021-10-29,pro,2,2021-10-02,False,,1,,True
aa8c9842-1b64-4697-bedc-e0c73945f4b6,Kristen Nguyen,bryan75@example.org,Cyprus,2020-11-10,2021-11-02,pro,0,,True,2021-03-28,9,True,False
0f48a041-7f0e-4980-9fc9-1dda4937a08c,Paula Martin,xgray@example.com,Norfolk Island,2022-10-18,2023-08-13,basic,0,,False,,5,,False
1000f83c-a8cf-424e-b4e8-9e2c32b2938f,Paul Shelton,kellysmith@example.org,Falkland Islands (Malvinas),2021-08-05,2022-04-13,basic,1,2021-12-14,False,,8,,True
81c8bebf-f009-4e95-9cf4-5b438f0dc099,Thomas Guzman,tinasmith@example.com,Faroe Islands,2022-03-28,2022-09-19,pro,2,,False,,10,,False
8c3e9137-18e9-49cd-a7cc-0d3c8b672a04,Yvonne Davidson,aimee07@example.org,Andorra,2023-02-21,2023-07-05,pro,1,2023-04-18,True,2023-04-28,1,,True
5366866a-cafe-4e5f-ad0b-f1f74107ae00,Jason Cook,ijones@example.net,Mauritius,2021-05-07,2021-07-29,enterprise,2,2022-02-10,True,2021-07-20,0,,True
7151701a-707a-4380-a96a-529949ca1713,John Lane,xstephens@example.com,Antarctica (the territory South of 60 deg S),2021-03-11,2021-04-11,pro,0,2022-03-07,True,2021-05-25,9,,True
c6031944-90fb-44cc-ad9c-b0133677ea16,Gina Nguyen,marybishop@example.com,Bhutan,2021-12-14,2022-10-15,pro,3,2022-07-20,True,2022-05-25,6,True,True
151092b7-df87-4787-9cf9-ac6a160888e3,Erin Allen,richard13@example.com,Syrian Arab Republic,2020-08-23,2020-10-10,basic,3,,False,,5,,False
d31aa7e8-f3f4-4d7f-8837-b4c7a3dea370,Andrew Fowler,kylegood@example.com,French Guiana,2023-04-19,2023-11-16,enterprise,0,,False,,7,False,False
403feb16-f5d1-4e46-b6a1-49c1c2e1fb2d,James Carr,tgoodman@example.com,Gibraltar,2022-07-08,2022-08-08,pro,2,2022-08-12,True,2022-12-09,2,False,True
a195e79c-ea58-4295-b560-c8b0d0244da5,Angel Munoz,tweaver@example.net,India,2021-11-10,2021-12-25,basic,2,2022-03-01,False,,2,False,True
fe20b082-edbf-48e5-bc4c-54e3382dfbb6,Amy Richardson,stewartlaura@example.net,Central African Republic,2020-04-30,2020-05-22,basic,0,,False,,7,,False
f5b989b0-1a51-43c5-8798-eec175b69724,Barry Daniels,megannunez@example.net,Niue,2020-02-01,2020-02-21,basic,3,2020-11-17,False,,6,,True
37d7ccb1-0325-4e14-9486-c6945fae0b32,Noah Bruce,projas@example.com,Greece,2022-12-21,2023-02-12,pro,1,,False,,8,,False
3b99b227-f45d-4355-b48b-d1e2ed2ebdf7,Lori Richardson,jamesstewart@example.org,Spain,2022-04-09,2023-02-16,pro,3,2023-02-08,True,2022-06-21,1,,True
7da28569-2465-4914-9381-615fc71dab04,Wyatt Berger,thuber@example.net,Kuwait,2022-08-28,2023-03-25,enterprise,2,2023-07-10,False,,4,True,True
ba2ee216-2fab-4c2e-8e85-7468e29b9905,Roberto Edwards,timothy70@example.com,Singapore,2020-06-15,2020-07-23,pro,2,2021-04-04,False,,9,,True
c48776e0-2ee6-4ef1-a86d-61191e7d82b0,Reginald Petersen,gregorywest@example.net,Equatorial Guinea,2020-04-24,2021-02-22,pro,2,2021-04-05,False,,5,,True
c03a1315-9705-4c44-9007-adccc054dc25,Ronald Washington,pricekaren@example.org,Pakistan,2024-06-02,2024-07-08,enterprise,2,,False,,8,,False
b2af2d93-874d-4401-89b2-6325dd4ab441,Logan Dalton,hle@example.net,Georgia,2022-11-26,2023-10-09,enterprise,1,2023-09-03,False,,8,,True
09be9678-471a-4977-b409-a9e98dec0c78,Jeanne Abbott,marshclaire@example.org,Ireland,2023-01-03,2023-03-25,enterprise,2,,True,2023-03-08,5,,False
efd93d48-c9be-4993-9690-d06ba3eb1f19,Emily Waller,christopher60@example.com,Burundi,2021-01-23,2021-08-24,enterprise,1,,True,2021-06-05,10,,False
a5ebff75-0234-441e-90da-9dbe367dd1a2,Gabriela Taylor,zmoreno@example.org,Holy See (Vatican City State),2020-08-23,2021-07-28,pro,0,2020-11-14,False,,0,,True
37a48bf4-58a0-4b67-8039-238d0c74647a,Melissa Clayton,qflores@example.com,Botswana,2024-05-01,2024-11-11,basic,2,,True,2024-06-30,6,True,False
8629331c-cb48-4815-9675-8de65ec1a175,Crystal Martinez,brianluna@example.com,Tanzania,2022-07-26,2023-06-27,enterprise,2,,False,,3,,False
1b7fb9a5-5203-4114-a63f-d61f10b66abf,Kayla Whitaker,tonybentley@example.com,Mali,2020-07-26,2021-02-12,enterprise,3,2021-04-12,False,,5,,True
1b947cbb-6c3f-4af5-a3bb-ea24ea9a87ee,Stephanie Cain,jay30@example.com,Moldova,2023-12-11,2024-06-18,pro,2,2024-10-11,False,,5,False,True
1ef60746-20c6-4930-8bd1-2e86132cb03b,Blake Medina,carly42@example.org,Netherlands Antilles,2021-03-07,2021-09-20,basic,2,,False,,9,False,False
9ba22da9-5b10-486a-94f7-ef693ac15955,Timothy Mccullough,wlawrence@example.net,Nepal,2020-10-20,2020-12-07,basic,3,2021-06-04,False,,5,,True
9de412e5-e52b-444d-93be-4c91320ad281,Nicholas Boyd,leah31@example.com,Paraguay,2023-11-04,2024-10-01,enterprise,1,2024-07-11,False,,5,True,True
aa5e022b-9d8c-44dd-b1af-8631df0563d3,Aaron Johnson,ronald15@example.net,Bouvet Island (Bouvetoya),2020-06-14,2021-05-21,pro,2,,True,2020-07-28,8,,False
d17bfbd3-16b8-4de7-8692-2912ceb8ce77,Nathaniel Campos,richardreid@example.com,Chile,2024-10-16,2025-03-28,pro,0,2025-07-02,False,,4,,True
7489b880-741a-4245-a187-6489b5191202,Jennifer Lee,bryancurry@example.net,Lao People's Democratic Republic,2022-08-25,2023-07-17,enterprise,0,,True,2023-01-08,10,,False
199274e0-0711-46e8-a720-056d49f01fee,Kendra Perez,zcampos@example.net,Comoros,2021-03-09,2021-09-20,basic,1,2021-09-14,False,,8,True,True
0323164d-4a0f-4c1b-8b8a-599e5989e7ea,Mrs. Sheryl Young MD,andersonkatrina@example.org,Chile,2021-01-12,2021-07-29,enterprise,3,2021-02-25,True,2021-02-17,5,,True
8ac705c9-4a67-4d1b-9124-34b71c770d23,Renee Hernandez,wileymatthew@example.com,Norway,2022-07-24,2023-07-07,basic,0,2023-01-16,True,2022-11-11,3,,True
e778daef-08c3-4652-a008-a13b86bdace6,Albert Newton Jr.,mark86@example.com,Comoros,2023-06-26,2023-10-13,pro,0,,False,,1,,False
dc20d383-020e-456b-98e5-d149621325a7,Kevin Dominguez,xgreen@example.org,Equatorial Guinea,2024-09-20,2025-08-28,enterprise,1,,False,,9,True,False
5ca56afc-c26b-46a1-a9ae-7f7bd0026238,Holly Anthony,kimberly08@example.com,Cambodia,2023-04-04,2023-12-28,basic,2,,False,,6,,False
11e78a4c-77c4-4e5e-b941-9403924e8080,Maria Lang,oliviamaddox@example.org,Iran,2022-12-29,2023-08-04,pro,2,,True,2023-05-17,2,False,False
4bb85f6c-6ede-4411-9145-9395b988b83c,Mr. Alan Mcmahon,joseph17@example.net,Pakistan,2024-01-15,2024-11-06,pro,1,2024-08-03,False,,4,,True
1faf2af7-f0d2-4af6-96e0-1c49b6e5c876,Mr. Dominic Hill II,terripetersen@example.net,Mongolia,2021-06-12,2021-08-16,enterprise,2,2022-01-12,True,2021-11-15,7,True,True
9a0bfc8c-1ad1-4b08-844a-ce0fd4d6c862,Elizabeth Lowery,cdixon@example.org,Montserrat,2022-12-26,2023-03-10,basic,1,,True,2023-05-18,2,False,False
31742f80-34d8-4e6e-bf3f-5aaa4280fa59,Richard Webb,carlsonevelyn@example.org,Guernsey,2024-10-12,2025-01-03,basic,3,,True,2025-01-19,3,,False
9beb1a68-d2c2-45ae-bd6b-7e5797235ee3,Adam Ellison,jessica54@example.net,Chad,2022-12-17,2023-03-04,basic,1,,False,,0,,False
b029b4e0-d3a9-47b7-b74d-564c1fddb8cd,Gregory Johnson,nicholasmitchell@example.com,Lao People's Democratic Republic,2021-12-11,2022-01-16,basic,0,,True,2022-05-02,7,False,False
93d6c160-32a6-42c6-b6f7-2e9d6aded928,Jessica Hall,obrienkurt@example.org,Romania,2024-11-18,2025-09-02,enterprise,0,2025-03-26,False,,0,,True
d9e9f844-b8b6-422d-924c-984ff9a94c86,Sandra Miller,sarahrocha@example.net,Christmas Island,2020-03-15,2020-04-30,enterprise,1,,False,,10,,False
3034929e-9d1d-4774-9e8b-30ed84f85b3c,Stephanie Smith,stephaniemorgan@example.org,Heard Island and McDonald Islands,2023-04-21,2024-04-10,pro,0,2023-07-03,True,2023-10-05,8,,True
c8a2c26b-3b6f-4a5a-ba71-4d832c7cf3c3,William Ferguson DDS,kstephenson@example.org,Kuwait,2024-03-06,2024-08-09,enterprise,0,2024-07-28,False,,9,,True
428c55bf-e8b1-427c-9910-a8b6eb50213b,David Braun,carrillokara@example.net,Dominican Republic,2021-05-08,2022-04-24,enterprise,0,,True,2021-09-19,3,,False
